Re_install_a_software_option,SPLIT EXAM SYSTEM WORKING OPTION IMAGES SEND PACS ERROR TRANSITION,"{""similarity"": [""0.391556144675"", ""0.209632128538"", ""0.200888120592"", ""0.185777495352"", ""0.179303081138"", ""0.16831223228""], ""rescode"": [""Gantry_tilt_motor_hydraulic_fluid_check_and_fill"", ""Perform_collimator_calibration"", ""Reset_Scan_Database"", ""Clean_console_DVD_drive"", ""Troubleshoot_DAS_CONTROL_BOARD"", ""Reset_UPS""], ""topics"": [""GANTRY NOISE EXAM"", ""SCANNER SYSTEM FAST"", ""SYSTEM DETECTOR IMAGE"", ""SYSTEM STATE FRIDAY"", ""SYSTEM DETECTOR CST"", ""UPS POWER SYSTEM""]}"
Check_and_adjust_network_configuration,IMAGES PACS SEND PATIENT CUSTOMER EXAM DON USE SCANNER STUDY,"{""similarity"": [""0.299344529396"", ""0.284565276077"", ""0.2756472371""], ""rescode"": [""Clear_recon_image_queue"", ""Reset_Image_database"", ""Reset_Scan_Database""], ""topics"": [""SCAN IMAGES CUSTOMER"", ""DELETE IMAGE NOW"", ""SYSTEM DETECTOR IMAGE""]}"
Perform_intercom_adjustments,PATIENT INTERCOM VOICE CUSTOMER AUTO GANTRY HEAR SPEAKER LOUD SERVICE,No document with similarity more than the given cutoff retrieved
Troubleshoot_JEDI_INVERTER_AND_HV_TANK,SCAN SCANNER HARDWARE CUSTOMER ERROR DRIVE PLEASE POWER DISABLED XRAY,"{""similarity"": [""1.0"", ""1.0"", ""1.0"", ""0.676126720236"", ""0.616465429714"", ""0.583454840198"", ""0.53145758137"", ""0.48851596525"", ""0.48851596525"", ""0.284777648986"", ""0.280573865481"", ""0.26860365314"", ""0.260852224104"", ""0.251824748415"", ""0.230466779946"", ""0.228729496796"", ""0.22615354828"", ""0.222312119561"", ""0.19622809277""], ""rescode"": [""Troubleshoot_X_RAY_TUBE"", ""Troubleshoot_COLLIMATOR_FILTER_ASSEMBLY"", ""Troubleshoot_COLLIMATOR_CAM_MOTOR"", ""Troubleshoot_GANTRY_LCD_DISPLAY"", ""Reseat_ECG_monitor_cable"", ""Troubleshoot_SDCB_POWER_MODULE"", ""Troubleshoot_COLLIMATOR_CONTROL_BOARD"", ""Troubleshoot_JEDI_HV_TANK"", ""Tighten_Set_Screws_for_Collimator_Aperture_Couplers"", ""Troubleshoot_CONSOLE_INTERCOM_BOARD"", ""Cycle_the_Gantry_and_table_power_or_Reset_scan_hardware"", ""Perform_collimator_calibration"", ""Perform_system_table_to_gantry_alignment"", ""Perform_High_Voltage_maintenance_and_checks"", ""Reseat_DIFB"", ""Troubleshoot_TABLE_CONTROL_BOARD"", ""Troubleshoot_HEMIT_TANK"", ""Adjust_gantry_axial_drive_encoder"", ""Troubleshoot_HOST_COMPUTER""], ""topics"": [""SCANNER HARDWARE SCAN"", ""SCANNER HARDWARE SCAN"", ""SCAN SCANNER HARDWARE"", ""GANTRY HARDWARE SCANNER"", ""SCANNER HARDWARE IMAGE"", ""SCANNER SCANNING HARDWARE"", ""HARDWARE SCANNER MESSAGE"", ""SCAN SERIES SCANNER"", ""SCAN SCANNER STOP"", ""GANTRY RESET HARDWARE"", ""SCANNING HARDWARE ERROR"", ""SCANNER SYSTEM FAST"", ""ARTIFACT HEAD SCANNER"", ""ERROR SCAN ARTIFACT"", ""HARDWARE AVAILABLE COMMUNICATION"", ""MOVE SCAN TABLE"", ""ARTIFACT AXIAL SCAN"", ""GANTRY SCAN CRADLE"", ""SCAN TIMES SCREEN""]}"
Troubleshoot_AXIAL_ENCODER,GANTRY SCAN ENCODER ERROR SCANNER NOISE MESSAGE NOISY CD SOUND,"{""similarity"": [""0.221882190056"", ""0.214512884609"", ""0.211084541387"", ""0.199685586996"", ""0.190875490006"", ""0.184612463377"", ""0.184327175339"", ""0.173369992642"", ""0.171417502117"", ""0.152857891853"", ""0.148734918217""], ""rescode"": [""Reset_x_ray_and_drives_power"", ""Adjust_gantry_tilt_speed"", ""Troubleshoot_GANTRY_TOUCH_SENSOR"", ""Gantry_tilt_motor_hydraulic_fluid_check_and_fill"", ""Perform_High_Voltage_maintenance_and_checks"", ""Adjust_gantry_alignment_lights"", ""No structural problem found"", ""Troubleshoot_TABLE_CONTROL_BOARD"", ""Troubleshoot_HEMIT_TANK"", ""Cycle_the_Console_power_or_restart_system_software"", ""Troubleshoot_HOST_COMPUTER""], ""topics"": [""GANTRY TABLE RESET"", ""TILT GANTRY SYSTEM"", ""GANTRY TABLE SENSOR"", ""GANTRY NOISE EXAM"", ""ERROR SCAN ARTIFACT"", ""LASER LIGHTS GANTRY"", ""SCAN ERROR CUSTOMER"", ""MOVE SCAN TABLE"", ""ARTIFACT AXIAL SCAN"", ""SCAN STOPPED PLEASE"", ""SCAN TIMES SCREEN""]}"
Clear_recon_image_queue,SCAN IMAGES CUSTOMER EXAM QUEUE SCANNER PROBLEM REPEAT EXAMS PLEASE,"{""similarity"": [""0.608142976281"", ""0.431484385956"", ""0.380871126635"", ""0.376687742335"", ""0.370883489685"", ""0.338076171837"", ""0.299344529396"", ""0.200620397704"", ""0.186245430481"", ""0.184147936948"", ""0.159780815864""], ""rescode"": [""No structural problem found"", ""Reseat_ECG_monitor_cable"", ""Clean_table_power_supply_fan"", ""Clean_Collimator_Face_and_detector_face"", ""Reset_Scan_Database"", ""Perform_table_characterization_procedures"", ""Check_and_adjust_network_configuration"", ""Tube_cooling_oil_air_evacuation"", ""Troubleshoot_TABLE_CONTROL_BOARD"", ""Troubleshoot_HEMIT_TANK"", ""Troubleshoot_HOST_COMPUTER""], ""topics"": [""SCAN ERROR CUSTOMER"", ""SCANNER HARDWARE IMAGE"", ""TABLE CUSTOMER STATES"", ""ARTIFACT CUSTOMER STATES"", ""SYSTEM DETECTOR IMAGE"", ""TABLE CUSTOMER ADVANCING"", ""IMAGES PACS SEND"", ""SCAN STOPPED HARDWARE"", ""MOVE SCAN TABLE"", ""ARTIFACT AXIAL SCAN"", ""SCAN TIMES SCREEN""]}"
Troubleshoot_TABLE_TAPE_SWITCH,TABLE MOVE STATES CUSTOMER SCAN CT ERROR GO SENSORS NOW,"{""similarity"": [""0.752844248175"", ""0.593777949722"", ""0.255767485053"", ""0.230377282215"", ""0.217011760957"", ""0.217011760957""], ""rescode"": [""Troubleshoot_TABLE_CONTROL_BOARD"", ""Clean_table_power_supply_fan"", ""Reset_x_ray_and_drives_power"", ""Perform_table_characterization_procedures"", ""Adjust_or_tighten_table_cover_or_touch_switch_or_sensor"", ""Troubleshoot_TABLE_SIDE_COVER""], ""topics"": [""MOVE SCAN TABLE"", ""TABLE CUSTOMER STATES"", ""GANTRY TABLE RESET"", ""TABLE CUSTOMER ADVANCING"", ""TABLE SIDE STILL"", ""TABLE COVER SIDE""]}"
Troubleshoot_GANTRY_CONTROL_PANEL,GANTRY CONTROL WORK BUTTONS STOPPED EXPOSURE SIDE SCANNING HOME FOOT,"{""similarity"": [""0.33269215688"", ""0.241978465031"", ""0.182577178209"", ""0.172717673986"", ""0.159680203979""], ""rescode"": [""Configure_ConnectPro"", ""Troubleshoot_GANTRY_LCD_DISPLAY"", ""Troubleshoot_GANTRY_TOUCH_SENSOR"", ""Gantry_tilt_motor_hydraulic_fluid_check_and_fill"", ""Adjust_gantry_alignment_lights""], ""topics"": [""WORK WORKLIST LIST"", ""GANTRY HARDWARE SCANNER"", ""GANTRY TABLE SENSOR"", ""GANTRY NOISE EXAM"", ""LASER LIGHTS GANTRY""]}"
Troubleshoot_HOST_COMPUTER,SCAN TIMES SCREEN SYSTEM IMAGE SCANNER COMPUTER ISSUE ERROR HARD,"{""similarity"": [""0.19622809277"", ""0.19622809277"", ""0.19622809277"", ""0.19622809277"", ""0.164839555607"", ""0.159780815864"", ""0.153028377701"", ""0.150584297792"", ""0.150584297792"", ""0.148734918217""], ""rescode"": [""Troubleshoot_JEDI_INVERTER_AND_HV_TANK"", ""Troubleshoot_X_RAY_TUBE"", ""Troubleshoot_COLLIMATOR_FILTER_ASSEMBLY"", ""Troubleshoot_COLLIMATOR_CAM_MOTOR"", ""Tube_cooling_oil_air_evacuation"", ""Clear_recon_image_queue"", ""Troubleshoot_TABLE_CONTROL_BOARD"", ""Troubleshoot_JEDI_HV_TANK"", ""Tighten_Set_Screws_for_Collimator_Aperture_Couplers"", ""Troubleshoot_AXIAL_ENCODER""], ""topics"": [""SCAN SCANNER HARDWARE"", ""SCANNER HARDWARE SCAN"", ""SCANNER HARDWARE SCAN"", ""SCAN SCANNER HARDWARE"", ""SCAN STOPPED HARDWARE"", ""SCAN IMAGES CUSTOMER"", ""MOVE SCAN TABLE"", ""SCAN SERIES SCANNER"", ""SCAN SCANNER STOP"", ""GANTRY SCAN ENCODER""]}"
Troubleshoot_JEDI_HV_TANK,SCAN SERIES SCANNER HEAD TUBE HARDWARE EXAMS EXAM PAUSED SPITS,"{""similarity"": [""0.48851596525"", ""0.48851596525"", ""0.48851596525"", ""0.48851596525"", ""0.374884312175"", ""0.22980232377"", ""0.21749683215"", ""0.206124882129"", ""0.200176480543"", ""0.198113602641"", ""0.193248848172"", ""0.175525686324"", ""0.173548918405"", ""0.170601028336"", ""0.150584297792""], ""rescode"": [""Troubleshoot_JEDI_INVERTER_AND_HV_TANK"", ""Troubleshoot_X_RAY_TUBE"", ""Troubleshoot_COLLIMATOR_FILTER_ASSEMBLY"", ""Troubleshoot_COLLIMATOR_CAM_MOTOR"", ""Tighten_Set_Screws_for_Collimator_Aperture_Couplers"", ""Reseat_ECG_monitor_cable"", ""Troubleshoot_SDCB_POWER_MODULE"", ""Perform_collimator_calibration"", ""Perform_system_table_to_gantry_alignment"", ""Troubleshoot_COLLIMATOR_CONTROL_BOARD"", ""Perform_High_Voltage_maintenance_and_checks"", ""Troubleshoot_TABLE_CONTROL_BOARD"", ""Troubleshoot_HEMIT_TANK"", ""Adjust_gantry_axial_drive_encoder"", ""Troubleshoot_HOST_COMPUTER""], ""topics"": [""SCAN SCANNER HARDWARE"", ""SCANNER HARDWARE SCAN"", ""SCANNER HARDWARE SCAN"", ""SCAN SCANNER HARDWARE"", ""SCAN SCANNER STOP"", ""SCANNER HARDWARE IMAGE"", ""SCANNER SCANNING HARDWARE"", ""SCANNER SYSTEM FAST"", ""ARTIFACT HEAD SCANNER"", ""HARDWARE SCANNER MESSAGE"", ""ERROR SCAN ARTIFACT"", ""MOVE SCAN TABLE"", ""ARTIFACT AXIAL SCAN"", ""GANTRY SCAN CRADLE"", ""SCAN TIMES SCREEN""]}"
Cycle_the_Gantry_and_table_power_or_Reset_scan_hardware,SCANNING HARDWARE ERROR RESET MACHINE SCAN DISK NOW SCANNER SYSTEM,"{""similarity"": [""0.280573865481"", ""0.280573865481"", ""0.280573865481"", ""0.280573865481"", ""0.27072706919"", ""0.268435494834"", ""0.261349766784"", ""0.244748798888"", ""0.235693425177"", ""0.210999025136""], ""rescode"": [""Troubleshoot_JEDI_INVERTER_AND_HV_TANK"", ""Troubleshoot_X_RAY_TUBE"", ""Troubleshoot_COLLIMATOR_FILTER_ASSEMBLY"", ""Troubleshoot_COLLIMATOR_CAM_MOTOR"", ""Troubleshoot_GSCB"", ""Troubleshoot_GANTRY_LCD_DISPLAY"", ""Clean_gantry_slip_rings"", ""Reseat_ECG_monitor_cable"", ""Tube_cooling_oil_air_evacuation"", ""Troubleshoot_COLLIMATOR_CONTROL_BOARD""], ""topics"": [""SCAN SCANNER HARDWARE"", ""SCANNER HARDWARE SCAN"", ""SCANNER HARDWARE SCAN"", ""SCAN SCANNER HARDWARE"", ""ERROR BUTTON UNABLE"", ""GANTRY HARDWARE SCANNER"", ""ERROR RINGS BRUSHES"", ""SCANNER HARDWARE IMAGE"", ""SCAN STOPPED HARDWARE"", ""HARDWARE SCANNER MESSAGE""]}"
Troubleshoot_SCIM,MICROPHONE WORKING STATES TOWER INTERCOM FOOT ADJUST VOLUME COVER PART,"{""similarity"": [""0.27996106139""], ""rescode"": [""Clean_Collimator_Face_and_detector_face""], ""topics"": [""ARTIFACT CUSTOMER STATES""]}"
Troubleshoot_X_RAY_TUBE,SCANNER HARDWARE SCAN STOPPED SCANNING MAKING TUBE NOISE SYSTEM GRINDING,"{""similarity"": [""1.0"", ""1.0"", ""1.0"", ""0.676126720236"", ""0.616465429714"", ""0.583454840198"", ""0.53145758137"", ""0.48851596525"", ""0.48851596525"", ""0.284777648986"", ""0.280573865481"", ""0.26860365314"", ""0.260852224104"", ""0.251824748415"", ""0.230466779946"", ""0.228729496796"", ""0.22615354828"", ""0.222312119561"", ""0.19622809277""], ""rescode"": [""Troubleshoot_COLLIMATOR_FILTER_ASSEMBLY"", ""Troubleshoot_JEDI_INVERTER_AND_HV_TANK"", ""Troubleshoot_COLLIMATOR_CAM_MOTOR"", ""Troubleshoot_GANTRY_LCD_DISPLAY"", ""Reseat_ECG_monitor_cable"", ""Troubleshoot_SDCB_POWER_MODULE"", ""Troubleshoot_COLLIMATOR_CONTROL_BOARD"", ""Troubleshoot_JEDI_HV_TANK"", ""Tighten_Set_Screws_for_Collimator_Aperture_Couplers"", ""Troubleshoot_CONSOLE_INTERCOM_BOARD"", ""Cycle_the_Gantry_and_table_power_or_Reset_scan_hardware"", ""Perform_collimator_calibration"", ""Perform_system_table_to_gantry_alignment"", ""Perform_High_Voltage_maintenance_and_checks"", ""Reseat_DIFB"", ""Troubleshoot_TABLE_CONTROL_BOARD"", ""Troubleshoot_HEMIT_TANK"", ""Adjust_gantry_axial_drive_encoder"", ""Troubleshoot_HOST_COMPUTER""], ""topics"": [""SCANNER HARDWARE SCAN"", ""SCAN SCANNER HARDWARE"", ""SCAN SCANNER HARDWARE"", ""GANTRY HARDWARE SCANNER"", ""SCANNER HARDWARE IMAGE"", ""SCANNER SCANNING HARDWARE"", ""HARDWARE SCANNER MESSAGE"", ""SCAN SERIES SCANNER"", ""SCAN SCANNER STOP"", ""GANTRY RESET HARDWARE"", ""SCANNING HARDWARE ERROR"", ""SCANNER SYSTEM FAST"", ""ARTIFACT HEAD SCANNER"", ""ERROR SCAN ARTIFACT"", ""HARDWARE AVAILABLE COMMUNICATION"", ""MOVE SCAN TABLE"", ""ARTIFACT AXIAL SCAN"", ""GANTRY SCAN CRADLE"", ""SCAN TIMES SCREEN""]}"
Cycle_the_Console_power_or_restart_system_software,SCAN STOPPED PLEASE POWER A1 SCANNER SCANNING ABORTED FE RETURN,"{""similarity"": [""0.173150254854"", ""0.167210035114"", ""0.157270367238"", ""0.155499190477"", ""0.154758536749"", ""0.152857891853""], ""rescode"": [""Perform_High_Voltage_maintenance_and_checks"", ""No structural problem found"", ""Troubleshoot_TABLE_CONTROL_BOARD"", ""Troubleshoot_HEMIT_TANK"", ""Tighten_Set_Screws_for_Collimator_Aperture_Couplers"", ""Troubleshoot_AXIAL_ENCODER""], ""topics"": [""ERROR SCAN ARTIFACT"", ""SCAN ERROR CUSTOMER"", ""MOVE SCAN TABLE"", ""ARTIFACT AXIAL SCAN"", ""SCAN SCANNER STOP"", ""GANTRY SCAN ENCODER""]}"
Clean_table_power_supply_fan,TABLE CUSTOMER STATES MOVE MAKE IMAGE UNABLE REBOOTED SUCCESS SCANNER,"{""similarity"": [""0.712417127386"", ""0.593777949722"", ""0.567943110393"", ""0.387829488598"", ""0.380871126635"", ""0.275606585994"", ""0.262194499672"", ""0.233844699007"", ""0.233844699007""], ""rescode"": [""Clean_Collimator_Face_and_detector_face"", ""Troubleshoot_TABLE_TAPE_SWITCH"", ""Perform_table_characterization_procedures"", ""No structural problem found"", ""Clear_recon_image_queue"", ""Reset_x_ray_and_drives_power"", ""Troubleshoot_GANTRY_TOUCH_SENSOR"", ""Adjust_or_tighten_table_cover_or_touch_switch_or_sensor"", ""Troubleshoot_TABLE_SIDE_COVER""], ""topics"": [""ARTIFACT CUSTOMER STATES"", ""TABLE MOVE STATES"", ""TABLE CUSTOMER ADVANCING"", ""SCAN ERROR CUSTOMER"", ""SCAN IMAGES CUSTOMER"", ""GANTRY TABLE RESET"", ""GANTRY TABLE SENSOR"", ""TABLE SIDE STILL"", ""TABLE COVER SIDE""]}"
Troubleshoot_TGPU_BOARD,SYSTEM GANTRY HAPPENED RESET SHUTDOWN PAST CURRENTLY SCANNING FREEZING DISPLAYS,"{""similarity"": [""0.214512884609"", ""0.196547687675"", ""0.178677025463""], ""rescode"": [""Adjust_gantry_axial_drive_encoder"", ""Reset_the_system_time_clock"", ""Adjust_gantry_alignment_lights""], ""topics"": [""GANTRY SCAN CRADLE"", ""TIME CLOCK SYSTEM"", ""LASER LIGHTS GANTRY""]}"
Clean_or_adjust_mylar_scan_window,WINDOW MYLAR CHECK ERROR FAST ARTIFACTS CLEAN ARTIFACT CAL IMAGES,"{""similarity"": [""0.644767635568""], ""rescode"": [""Troubleshoot_MYLAR_SCAN_WINDOW""], ""topics"": [""MYLAR WINDOW FAST""]}"
Perform_software_reconfig,ADDRESS IP SYSTEM CUSTOMER CHANGED NEED FE CHANGE GATEWAY LOGON,"{""similarity"": [""0.201953499119""], ""rescode"": [""Perform_collimator_calibration""], ""topics"": [""SCANNER SYSTEM FAST""]}"
Perform_collimator_calibration,SCANNER SYSTEM FAST SCAN CUSTOMER CALS POWER TEMPERATURE STATES OUTAGE,"{""similarity"": [""0.423596662957"", ""0.26860365314"", ""0.26860365314"", ""0.26860365314"", ""0.26860365314"", ""0.256983145672"", ""0.241040465897"", ""0.234307002792"", ""0.222909617059"", ""0.221760293898"", ""0.209632128538"", ""0.206124882129"", ""0.206124882129"", ""0.201997106407"", ""0.201953499119"", ""0.201953499119"", ""0.171036297915""], ""rescode"": [""Troubleshoot_MYLAR_SCAN_WINDOW"", ""Troubleshoot_COLLIMATOR_FILTER_ASSEMBLY"", ""Troubleshoot_COLLIMATOR_CAM_MOTOR"", ""Troubleshoot_JEDI_INVERTER_AND_HV_TANK"", ""Troubleshoot_X_RAY_TUBE"", ""Troubleshoot_GANTRY_LCD_DISPLAY"", ""Reset_Scan_Database"", ""Reseat_ECG_monitor_cable"", ""Clean_console_DVD_drive"", ""Troubleshoot_SDCB_POWER_MODULE"", ""Re_install_a_software_option"", ""Tighten_Set_Screws_for_Collimator_Aperture_Couplers"", ""Troubleshoot_JEDI_HV_TANK"", ""Troubleshoot_COLLIMATOR_CONTROL_BOARD"", ""Perform_software_reconfig"", ""Reset_UPS"", ""Troubleshoot_JEDI_AUX_BOX""], ""topics"": [""MYLAR WINDOW FAST"", ""SCANNER HARDWARE SCAN"", ""SCAN SCANNER HARDWARE"", ""SCAN SCANNER HARDWARE"", ""SCANNER HARDWARE SCAN"", ""GANTRY HARDWARE SCANNER"", ""SYSTEM DETECTOR IMAGE"", ""SCANNER HARDWARE IMAGE"", ""SYSTEM STATE FRIDAY"", ""SCANNER SCANNING HARDWARE"", ""SPLIT EXAM SYSTEM"", ""SCAN SCANNER STOP"", ""SCAN SERIES SCANNER"", ""HARDWARE SCANNER MESSAGE"", ""ADDRESS IP SYSTEM"", ""UPS POWER SYSTEM"", ""PROBLEM ENGINEER SCANNER""]}"
Clean_Collimator_Face_and_detector_face,ARTIFACT CUSTOMER STATES FE ARTIFACTS STATED GETTING MYLAR WINDOW RING,"{""similarity"": [""0.712417127386"", ""0.383569675552"", ""0.376687742335"", ""0.333057582917"", ""0.316184712275"", ""0.299105447864"", ""0.287254350187"", ""0.27996106139"", ""0.247818773332"", ""0.247818773332""], ""rescode"": [""Clean_table_power_supply_fan"", ""No structural problem found"", ""Clear_recon_image_queue"", ""Perform_High_Voltage_maintenance_and_checks"", ""Perform_table_characterization_procedures"", ""Troubleshoot_HEMIT_TANK"", ""Troubleshoot_DETECTOR_MODULE"", ""Troubleshoot_SCIM"", ""Clean_x_ray_tube_port_or_collimator_filter"", ""Adjust_x_ray_alignments""], ""topics"": [""TABLE CUSTOMER STATES"", ""SCAN ERROR CUSTOMER"", ""SCAN IMAGES CUSTOMER"", ""ERROR SCAN ARTIFACT"", ""TABLE CUSTOMER ADVANCING"", ""ARTIFACT AXIAL SCAN"", ""DETECTOR ARTIFACT ERROR"", ""MICROPHONE WORKING STATES"", ""QA ARTIFACT BOOT"", ""ARTIFACT AXIAL STREAK""]}"
